SCRIP,NAME,SECTOR
ZEEL,Zee Entertainment Enterprises Ltd.,TV Broadcasting &amp; Software Production
GOLCRESFIN,Goldcrest Corporation Ltd.,Finance - Investment
SVPGLOB,SVP Global Textiles Ltd.,Trading
505650,Skyline Millars Ltd.,Cement &amp; Construction Materials
BIMETAL,Bimetal Bearings Ltd.,Bearings
505685,Taparia Tools Ltd.,Trading
BHARATGEAR,Bharat Gears Ltd.,Auto Ancillary
505690,Brady &amp; Morris Engineering Company Ltd.,Engineering - Industrial Equipments
505693,LA TIM Metal &amp; Industries Ltd.,Steel &amp; Iron Products
ELECON,Elecon Engineering Company Ltd.,Engineering - Industrial Equipments
505703,Deccan Bearings Ltd.,Bearings
GRAUWEIL,Grauer &amp; Weil (India) Ltd.,Chemicals
505711,Gajra Bevel Gears Ltd.,Auto Ancillary
505712,Him Teknoforge Ltd.,Auto Ancillary
GABRIEL,Gabriel India Ltd.,Auto Ancillary
HERCULES,Hercules Hoists Ltd.,Engineering - Industrial Equipments
505725,Algoquant Fintech Ltd.,Engineering - Industrial Equipments
IFBIND,IFB Industries Ltd.,Consumer Durables - Domestic Appliances
SINGER,Singer India Ltd.,Consumer Durables - Domestic Appliances
505737,International Combustion (India) Ltd.,Engineering - Industrial Equipments
FMGOETZE,Federal-Mogul Goetze (India) Ltd.,Auto Ancillary
505750,JostS Engineering Company Ltd.,Engineering - Industrial Equipments
SCHAEFFLER,Schaeffler India Ltd.,Bearings
505797,Mipco Seamless Rings (Gujarat) Ltd.,Auto Ancillary
RANEHOLDIN,Rane Holdings Ltd.,Finance - Investment
505827,SNL Bearings Ltd.,Bearings
505840,Jaipan Industries Ltd.,Trading
505850,Mangal Credit and Fincorp Ltd.,Engineering
TRF,TRF Ltd.,Engineering - Industrial Equipments
505872,WPIL Ltd.,Compressors - Pumps
KENNAMET,Kennametal India Ltd.,Engineering
505893,Hindustan Hardy Ltd.,Auto Ancillary
505978,Triton Valves Ltd.,Engineering - Industrial Equipments
506003,Sudal Industries Ltd.,Aluminium &amp; Aluminium Products
PRAKASH,Prakash Industries Ltd.,Steel &amp; Iron Products
506027,Bhoruka Aluminium Ltd.,Aluminium &amp; Aluminium Products
ARSHIYA,Arshiya Ltd.,Logistics
GRINDWELL,Grindwell Norton Ltd.,Abrasives
LAKPRE,Lakshmi Precision Screws Ltd.,Fasteners
506105,Stanrose Mafatlal Investments &amp; Finance Ltd.,Finance - Investment
GENESYS,Genesys International Corporation Ltd.,IT - Software
506122,Pankaj Piyush Trade And Investment Ltd.,Finance - Investment
506128,Parnax Lab Ltd.,Pharmaceuticals &amp; Drugs
506134,Intellivate Capital Ventures Ltd.,Finance - Investment
VIVIDHA,Visagar Polytex Ltd.,Textile
506180,Emergent Global Edu &amp; Services Ltd.,Miscellaneous
KANANIIND,Kanani Industries Ltd.,Diamond  &amp;  Jewellery
506186,Galaxy Cloud Kitchens Ltd.,Film Production
ARIHANTSUP,Arihant Superstructures Ltd.,Construction - Real Estate
BLISSGVS,Bliss GVS Pharma Ltd.,Pharmaceuticals &amp; Drugs
INEOSSTYRO,INEOS Styrolution India Ltd.,Chemicals
ALEMBICLTD,Alembic Ltd.,Pharmaceuticals &amp; Drugs
506248,Amines &amp; Plasticizers Ltd.,Chemicals
506260,Anuh Pharma Ltd.,Pharmaceuticals &amp; Drugs
MODISNME,Modison Metals Ltd.,Electric Equipment
BAYERCROP,Bayer CropScience Ltd.,Pesticides &amp; Agrochemicals
506313,Sashwat Technocrats Ltd.,Finance - Investment
CHEMPLASTS,Chemplast Sanmar Ltd.,Chemicals
506365,Chemo-Pharma Laboratories Ltd.,Trading
CLNINDIA,Clariant Chemicals (India) Ltd.,Chemicals
COROMANDEL,Coromandel International Ltd.,Fertilizers
DEEPAKNTR,Deepak Nitrite Ltd.,Chemicals
DHARAMSI,Dharamsi Morarji Chemical Company Ltd.,Chemicals
506414,Fermenta Biotech Ltd.,Pharmaceuticals &amp; Drugs
GOCLCORP,GOCL Corporation Ltd.,Chemicals
506520,Jayshree Chemicals Ltd.,Chemicals
506522,JL Morison (India) Ltd.,Trading
KANORICHEM,Kanoria Chemicals &amp; Industries Ltd.,Chemicals
506528,Keltech Energies Ltd.,Chemicals
506530,Kemp &amp; Company Ltd.,Trading
KERALACHEM,Nitta Gelatin India Ltd.,Chemicals
506543,MP Agro Industries Ltd.,Fertilizers
OCCL,Oriental Carbon &amp; Chemicals Ltd.,Chemicals
PCBL,PCBL Ltd.,Carbon Black
506597,Amal Ltd.,Chemicals
POLYCHEM,Polychem Ltd.,Chemicals
PUNJABCHEM,Punjab Chemicals &amp; Crop Protection Ltd.,Pesticides &amp; Agrochemicals
506640,Gujchem Distillers India Ltd.,Chemicals
506642,Sadhana Nitro Chem Ltd.,Chemicals
SUDARSCHEM,Sudarshan Chemical Industries Ltd.,Dyes &amp; Pigments
ULTRMARINE,Ultramarine &amp; Pigments Ltd.,Chemicals
TRANSPEK,Transpek Industry Ltd.,Pesticides &amp; Agrochemicals
UNICHEMLAB,Unichem Laboratories Ltd.,Pharmaceuticals &amp; Drugs
MYSORPETRO,Mysore Petro Chemicals Ltd.,Chemicals
ALKYLAMINE,Alkyl Amines Chemicals Ltd.,Chemicals
TUTICORALK,Tuticorin Alkali Chemicals and Fertilizers Ltd.,Chemicals
ASTRAZEN,Astrazeneca Pharma India Ltd.,Pharmaceuticals &amp; Drugs
PUNALKALI,Punjab Alkalies &amp; Chemicals Ltd.,Chemicals
TANFACIND,Tanfac Industries Ltd.,Chemicals
506858,Gujarat Petrosynthese Ltd.,Plastic Products
506863,Swadeshi Industries &amp; Leasing Ltd.,Trading
506867,Master Chemicals Ltd.,Chemicals
GUJTHEMIS,Gujarat Themis Biosyn Ltd.,Pharmaceuticals &amp; Drugs
JAYDYSTUF,Jaysynth Dyestuff (India) Ltd.,Dyes &amp; Pigments
506919,Makers Laboratories Ltd.,Pharmaceuticals &amp; Drugs
506935,Continental Chemicals Ltd.,IT - Software
JBCHEPHARM,JB Chemicals &amp; Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
506947,Advance Petrochemicals Ltd.,Chemicals
RAJASPETRO,Rajasthan Petro Synthetics Ltd.,Miscellaneous
506981,Blue chip Tex Industries Ltd.,Textile - Manmade  Fibres
JAGAJITIND,Jagatjit Industries Ltd.,Breweries &amp; Distilleries
KESARENT,Kesar Enterprises Ltd.,Diversified
TI,Tilaknagar Industries Ltd.,Breweries &amp; Distilleries
507265,Emerald Leisures Ltd.,Trading
RAVALSUGAR,Ravalgaon Sugar Farm Ltd.,Sugar
SAKHTISUG,Sakthi Sugars Ltd.,Sugar
WALCHANNAG,Walchandnagar Industries Ltd.,Engineering - Industrial Equipments
507435,Khoday India Ltd.,Breweries &amp; Distilleries
IFBAGRO,IFB Agro Industries Ltd.,Consumer Food
DHARSUGAR,Dharani Sugars &amp; Chemicals Ltd.,Sugar
507474,Kothari Fermentation &amp; Biochem Ltd.,Consumer Food
507486,Caprolactam Chemicals Ltd.,Chemicals
GMBREW,GM Breweries Ltd.,Breweries &amp; Distilleries
RANASUG,Rana Sugars Ltd.,Sugar
PICCADSUG,Piccadily Sugar &amp; Allied Industries Ltd.,Breweries &amp; Distilleries
507508,Riga Sugar Company Ltd.,Sugar
SDBL,Som Distilleries &amp; Breweries Ltd.,Breweries &amp; Distilleries
507515,CJ Gelatine Products Ltd.,Chemicals
507525,Amrit Corp. Ltd.,Consumer Food
ASALCBR,Associated Alcohols &amp; Breweries Ltd.,Breweries &amp; Distilleries
FOODSIN,Foods &amp; Inns Ltd.,Consumer Food
IVP,IVP Ltd.,Chemicals
KLRF,Kovilpatti Lakshmi Roller Flour Mills Ltd.,Consumer Food
507609,Olympic Oil Industries Ltd.,Trading
507621,Milkfood Ltd.,Consumer Food
507645,Polson Ltd.,Chemicals
WIPRO,Wipro Ltd.,IT - Software
507690,Orient Beverages Ltd.,Consumer Food
DHANUKA,Dhanuka Agritech Ltd.,Pesticides &amp; Agrochemicals
TTKHLTCARE,TTK Healthcare Ltd.,Pharmaceuticals &amp; Drugs
SREERAYALK,TGV SRACC Ltd.,Chemicals
507759,Lime Chemicals Ltd.,Chemicals
KANPRPLA,Kanpur Plastipack Ltd.,Plastic Products
TAINWALCHM,Tainwala Chemicals &amp; Plastics (India) Ltd.,Plastic Products
JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs
KHAICHEM,Khaitan Chemicals &amp; Fertilizers Ltd.,Fertilizers
507808,United Leasing &amp; Industries Ltd.,Finance - NBFC
NOL,National Oxygen Ltd.,Industrial  Gases &amp; Fuels
GILLETTE,Gillette India Ltd.,Household &amp; Personal Products
507817,Wires &amp; Fabriks (S.A.) Ltd.,Textile
ANSALHSG,Ansal Housing Ltd.,Construction - Real Estate
507833,Computer Point Ltd.,IT - Education
507836,Mac Charles (India) Ltd.,Hotel
507852,Addi Industries Ltd.,Textile
507864,Pioneer Investcorp Ltd.,Finance - Investment
507872,Ashnoor Textile Mills Ltd.,Textile
UNITECH,Unitech Ltd.,Construction - Real Estate
VIPIND,VIP Industries Ltd.,Household &amp; Personal Products
507886,Dhruv Estates Ltd.,Construction - Real Estate
507894,Schablona India Ltd.,Ceramics-Marble-Granite-Sanitaryware
507910,Fiberweb (India) Ltd.,Textile
LKPMERFIN,LKP Finance Ltd.,Finance - Investment
507917,East Buildtech Ltd.,Construction - Real Estate
507938,Manipal Finance Corporation Ltd.,Finance - NBFC
507944,Bajaj Steel Industries Ltd.,Engineering - Industrial Equipments
507946,Kiduja India Ltd.,Finance - NBFC
507948,Key Corp Ltd.,Finance - NBFC
507960,Gujarat Hotels Ltd.,Hotel
507962,Rajath Finance Ltd.,Finance - NBFC
507966,Ras Resorts &amp; Apart Hotels Ltd.,Hotel
507970,Paramount Cosmetics (India) Ltd.,Household &amp; Personal Products
507981,Jindal Hotels Ltd.,Hotel
507998,Simmonds Marshall Ltd.,Fasteners
508136,B&amp;A Ltd.,Tea-Coffee
508306,Ledo Tea Company Ltd.,Tea-Coffee
HAWKINCOOK,Hawkins Cookers Ltd.,Consumer Durables - Domestic Appliances
WARRENTEA,Warren Tea Ltd.,Tea-Coffee
508571,Cochin Malabar Estates &amp; Industries Ltd.,Rubber  Products
508664,Best Eastern Hotels Ltd.,Hotel
508670,Neelamalai Agro Industries Ltd.,Tea-Coffee
508807,IST Ltd.,Auto Ancillary
COSMOFILMS,Cosmo Films Ltd.,Plastic Products
508860,Diamant Infrastructure Ltd.,Engineering - Construction
APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,Hospital &amp; Healthcare Services
508875,Nitin Castings Ltd.,Castings-Forgings
508905,SMIFS Capital Markets Ltd.,Finance - Investment
EVERESTIND,Everest Industries Ltd.,Cement &amp; Construction Materials
508918,Ironwood Education Ltd.,Educational Institutions
508922,MSR Copper Ltd.,Consumer Food
508929,Joy Realty Ltd.,Finance - NBFC
AYMSYNTEX,AYM Syntex Ltd.,Textile
PANCARBON,Panasonic Carbon India Company Ltd.,Electrodes &amp; Welding Equipment
508954,Finkurve Financial Services Ltd.,Finance - NBFC
508956,HB Leasing &amp; Finance Company Ltd.,Finance - NBFC
508963,Sterling Guaranty &amp; Finance Ltd.,Finance - NBFC
508969,Sulabh Engineers &amp; Services Ltd.,Finance - NBFC
NAVNETEDUL,Navneet Education Ltd.,Printing And Publishing
508996,Satra Properties (India) Ltd.,Construction - Real Estate
AUSOMENT,Ausom Enterprise Ltd.,Trading
509015,Thakral Services (India) Ltd.,Consumer Durables - Electronics
RUCHINFRA,Ruchi Infrastructure Ltd.,Solvent  Extraction
509026,VJTF Eduservices Ltd.,Educational Institutions
509038,Voltaire Leasing &amp; Finance Ltd.,Trading
509040,Netlink Solutions (India) Ltd.,IT - Software
509048,Lancor Holdings Ltd.,Construction - Real Estate
509051,Indian Infotech &amp; Software Ltd.,IT - Software
509053,Banas Finance Ltd.,Finance - NBFC
VISAKAIND,Visaka Industries Ltd.,Cement &amp; Construction Materials
INFOMEDIA,Infomedia Press Ltd.,Printing And Publishing
509073,Hathway Bhawani Cabletel &amp; Datacom Ltd.,TV Broadcasting &amp; Software Production
PRESSMN,Pressman Advertising Ltd.,Miscellaneous
GUFICBIO,Gufic Biosciences Ltd.,Pharmaceuticals &amp; Drugs
509084,Photon Capital Advisors Ltd.,Finance - Investment
509099,Oswal Leasing Ltd.,Finance - NBFC
GRPLTD,GRP Ltd.,Rubber  Products
509162,Indag Rubber Ltd.,Rubber  Products
509196,MM Rubber Company Ltd.,Rubber  Products
PTL,PTL Enterprises Ltd.,Miscellaneous
TVSSRICHAK,TVS Srichakra Ltd.,Tyres &amp; Allied
BAKELHYLAM,Sanathnagar Enterprises Ltd.,Construction - Real Estate
509438,Benares Hotels Ltd.,Hotel
509449,Bhagawati Oxygen Ltd.,Industrial  Gases &amp; Fuels
509470,Bombay Oxygen Investments Ltd.,Finance - Investment
509472,Cravatex Ltd.,Trading
BERGEPAINT,Berger Paints India Ltd.,Paints
CAPRIHANS,Caprihans India Ltd.,Plastic Products
GRAPHITE,Graphite India Ltd.,Electrodes &amp; Welding Equipment
ITDCEM,ITD Cementation India Ltd.,Engineering - Construction
509525,Empire Industries Ltd.,Glass
509546,Graviss Hospitality Ltd.,Hotel
GARFIBRES,Garware Technical Fibres Ltd.,Textile
509563,Garware Marine Industries Ltd.,Textile
GOACARBON,Goa Carbon Ltd.,Carbon Black
509597,Hardcastle &amp; Waud Manufacturing Company Ltd.,Chemicals
HEG,HEG Ltd.,Electrodes &amp; Welding Equipment
HINDCOMPOS,Hindustan Composites Ltd.,Auto Ancillary
HIL,HIL Ltd.,Cement &amp; Construction Materials
INDIANCARD,Indian Card Clothing Company Ltd.,Textile - Machinery
INTLCONV,International Conveyors Ltd.,Engineering - Industrial Equipments
JAYSREETEA,Jay Shree Tea &amp; Industries Ltd.,Tea-Coffee
509760,Modern Shares &amp; Stockbrokers Ltd.,Finance - Stock Broking
HUHTAMAKI,Huhtamaki India Ltd.,Plastic Products
509835,Premier Synthetics Ltd.,Textile - Spinning
509845,RJ Shah &amp; Company Ltd.,Engineering - Construction
SHALPAINTS,Shalimar Paints Ltd.,Paints
509895,Hindoostan Mills Ltd.,Textile
SUPREMEIND,Supreme Industries Ltd.,Plastic Products
509945,Thacker &amp; Company Ltd.,Trading
VSTIND,VST Industries Ltd.,Cigarettes-Tobacco
510245,Swasti Vinayaka Synthetics Ltd.,Textile
511000,Madhusudan Securities Ltd.,Finance - Investment
511016,Premier Capital Services Ltd.,Finance - NBFC
511018,Milgrey Finance &amp; Investments Ltd.,Finance - Investment
JINDRILL,Jindal Drilling &amp; Industries Ltd.,Oil Exploration
511064,Aplaya Creations Ltd.,Trading
SAKTHIFIN,Sakthi Finance Ltd.,Finance - NBFC
511074,Easy Fincorp Ltd.,Finance - Investment
511076,Sat Industries Ltd.,Trading
511092,JMD Ventures Ltd.,Film Production
SHIVATEX,Shiva Texyarn Ltd.,Textile - Spinning
VBDESAIFIN,VB Desai Financial Services Ltd.,Finance - Investment
511116,Quadrant Televentures Ltd.,Telecommunication - Equipment
511122,First Custodian Fund (India) Ltd.,Finance - Investment
511131,Kamanwala Housing Construction Ltd.,Construction - Real Estate
511144,Asya Infosoft Ltd.,Travel Services
511147,Wall Street Finance Ltd.,Finance - NBFC
511153,Anjani Foods Ltd.,Finance - NBFC
511169,RKD Agri &amp; Retail Ltd.,Finance - Investment
511176,Parshwanath Corporation Ltd.,Finance - Housing
511187,Mahamaya Investments Ltd.,Finance - Investment
ICDSLTD,ICDS Ltd.,Finance - NBFC
CANFINHOME,Can Fin Homes Ltd.,Finance - Housing
511200,Munoth Capital Markets Ltd.,Finance - Stock Broking
IVC,IL&amp;FS Investment Managers Ltd.,Finance - Investment
SRTRANSFIN,Shriram Transport Finance Company Ltd.,Finance - NBFC
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,Finance - NBFC
VLSFINANCE,VLS Finance Ltd.,Finance - Investment
511355,India Cements Capital Ltd.,Finance - NBFC
511359,Ad-Manum Finance Ltd.,Finance - NBFC
511367,Meglon Infra-Real (India) Ltd.,IT - Software
511377,Mehta Integrated Finance Ltd.,Finance - Investment
511391,Inter Globe Finance Ltd.,Finance - NBFC
511401,Munoth Communication Ltd.,Trading
PEERABASAN,Shristi Infrastructure Development Corporation Ltd.,Construction - Real Estate
CREST,Crest Ventures Ltd.,Finance - NBFC
ATNINTER,ATN International Ltd.,Finance - Investment
VAKRANGEE,Vakrangee Ltd.,BPO-ITeS
511441,Gujarat Credit Corporation Ltd.,Finance - NBFC
511447,Sylph Technologies Ltd.,IT - Software
511451,Dharani Finance Ltd.,Finance - Investment
511463,Alexander Stamps And Coin Ltd.,Finance - Investment
INDBANK,Indbank Merchant Banking Services Ltd.,Finance - Stock Broking
511493,VCK Capital Market Services Ltd.,Finance - Investment
511501,Bharat Bhushan Finance &amp; Commodity Brokers Ltd.,Finance - Investment
CAPTRUST,Capital Trust Ltd.,Finance - NBFC
511507,Ushakiran Finance Ltd.,Finance - NBFC
511509,Vivo Bio Tech Ltd.,Miscellaneous
NIYATILEAS,Veerhealth Care Ltd.,Finance - Investment
SRGINFOTEC,Pan India Corporation Ltd.,Finance - Investment
511533,Sahara Housingfina Corporation Ltd.,Finance - Housing
511535,NDA Securities Ltd.,Finance - Stock Broking
511539,Supra Trends Ltd.,Finance - NBFC
511543,GSB Finance Ltd.,Finance - Investment
511549,Morarka Finance Ltd.,Finance - NBFC
MONARCH,Monarch Networth Capital Ltd.,Finance - Stock Broking
511557,Pro Fin Capital Services Ltd.,Finance - NBFC
TIMESGTY,Times Guaranty Ltd.,Finance - Investment
SOMDUTTFIN,Som Datt Finance Corporation Ltd.,Finance - Investment
511577,Savani Financials Ltd.,Finance - NBFC
511585,Regency Trust Ltd.,Finance - NBFC
511589,Avonmore Capital &amp; Management Services Ltd.,Finance - Investment
511593,Libord Finance Ltd.,Finance - NBFC
511597,Palsoft Infosystems Ltd.,IT - Software
511601,Yash Management &amp; Satellite Ltd.,Finance - Investment
ARIHANTCAP,Arihant Capital Markets Ltd.,Finance - Stock Broking
511609,ISL Consulting Ltd.,Finance - Stock Broking
DCMFINSERV,DCM Financial Services Ltd.,Finance - NBFC
JIKIND,JIK Industries Ltd.,Glass
511628,IM+ Capitals Ltd.,Finance - Investment
SAMBHAAV,Sambhaav Media Ltd.,Printing And Publishing
511654,Sugal &amp; Damani Share Brokers Ltd.,Finance - Stock Broking
511658,Nettlinx Ltd.,IT - Software
511672,Scan Steels Ltd.,Steel &amp; Iron Products
GICHSGFIN,GIC Housing Finance Ltd.,Finance - Housing
511688,Mathew Easow Research Securities Ltd.,Finance - NBFC
511692,Ajcon Global Services Ltd.,Finance - Investment
511696,Chartered Capital &amp; Investment Ltd.,Finance - Investment
511700,Standard Capital Markets Ltd.,Finance - NBFC
511702,Parsharti Investment Ltd.,Finance - NBFC
511706,Action Financial Services (India) Ltd.,Finance - Stock Broking
511710,CFSL Ltd.,Finance - NBFC
511712,Relic Technologies Ltd.,Finance - Stock Broking
511714,Nimbus Projects Ltd.,Construction - Real Estate
ESCORTSFIN,Escorts Finance Ltd.,Finance - NBFC
511724,Baid Leasing &amp; Finance Company Ltd.,Finance - NBFC
VIPULLTD,Vipul Ltd.,Construction - Real Estate
511728,KZ Leasing &amp; Finance Ltd.,Finance - NBFC
511730,Avasara Finance Ltd.,Finance - NBFC
USHDEVINT,Ushdev International Ltd.,Trading
511738,Mehta Securities Ltd.,Finance - Investment
511740,Mehta Housing Finance Ltd.,Finance - Housing
UGROCAP,Ugro Capital Ltd.,Finance - NBFC
511754,Shalibhadra Finance Ltd.,Finance - NBFC
511756,Abirami Financial Services (India) Ltd.,Finance - Investment
511758,Mansi Finance (Chennai) Ltd.,Finance - NBFC
511760,Seven Hill Industries Ltd.,Finance - Investment
511764,Upasana Finance Ltd.,Finance - NBFC
MUTHOOTCAP,Muthoot Capital Services Ltd.,Finance - NBFC
511768,Master Trust Ltd.,Finance - NBFC
512008,Amani Trading and Exports Ltd.,Trading
512014,Sobhagya Mercantile Ltd.,Trading
512018,CNI Research Ltd.,Finance - Investment
512020,Saraswati Commercial (India) Ltd.,Finance - NBFC
512024,ND Metal Industries Ltd.,Metal - Non Ferrous
512036,Kapil Cotex Ltd.,Textile
512047,Royal India Corporation Ltd.,Finance - Stock Broking
512048,Luharuka Media &amp; Infra Ltd.,Finance - NBFC
512064,Vishvprabha Ventures Ltd.,Trading
512068,Deccan Gold Mines Ltd.,Mining &amp; Minerals
UPL,UPL Ltd.,Pesticides &amp; Agrochemicals
CRANESSOFT,Cranes Software International Ltd.,IT - Software
512103,Nidhi Granites Ltd.,Finance - Others
512109,Aviva Industries Ltd.,Trading
SIGIND,Signet Industries Ltd.,Trading
SECURKLOUD,Securekloud Technologies Ltd.,IT - Software
512165,ABans Enterprises Ltd.,Trading
512169,Capricorn Systems Global Solutions Ltd.,IT - Software
512175,Vama Industries Ltd.,IT - Software
SUNTECK,Sunteck Realty Ltd.,Construction - Real Estate
512197,Silveroak Commercials Ltd.,Electric Equipment
512215,Stephanotis Finance Ltd.,Finance - NBFC
512217,Prism Medico and Pharmacy Ltd.,Finance - Investment
512221,SPV Global Trading Ltd.,Finance - NBFC
512229,Veritas (India) Ltd.,Trading
512233,Jaybharat Textiles &amp; Real Estate Ltd.,Textile - Spinning
JAICORPLTD,Jai Corp Ltd.,Plastic Products
512247,Ashirwad Capital Ltd.,Finance - Investment
512257,Swasti Vinayaka Art &amp; Heritage Corporation Ltd.,Miscellaneous
MMWL,Media Matrix Worldwide Ltd,Film Production
512279,N2N Technologies Ltd.,Finance - Investment
SHIRPUR-G,Shirpur Gold Refinery Ltd.,Metal - Non Ferrous
BHAGYANGR,Bhagyanagar India Ltd.,Metal - Non Ferrous
512297,Shantai Industries Ltd.,Textile
512301,Chambal Breweries &amp; Distilleries Ltd.,Trading
512329,Kintech Renewables Ltd.,Textile
512341,CES Ltd.,BPO-ITeS
ARAVALISEC,Aravali Securities &amp; Finance Ltd.,Finance - Investment
512359,Sword-Edge Commercials Ltd.,Trading
512379,Cressanda Solutions Ltd.,IT - Software
512381,Starteck Finance Ltd.,Finance - NBFC
SHRIYAMSEC,Shardul Securities Ltd.,Finance - NBFC
512399,Kapashi Commercial Ltd.,Finance - Others
512405,I Power Solutions India Ltd.,IT - Software
512425,Nirav Commercials Ltd.,Aluminium &amp; Aluminium Products
512437,Apollo Finvest (India) Ltd.,Finance - Investment
512441,Enbee Trade &amp; Finance Ltd.,Finance - NBFC
512453,Shri Jagdamba Polymers Ltd.,Plastic Products
LLOYDMETAL,Lloyds Metals &amp; Energy Ltd.,Steel-Sponge Iron-Pig Iron
512463,Shree Global Tradefin Ltd.,Trading
512477,Betex India Ltd.,Textile - Manmade  Fibres
512479,Gayatri Tissue &amp; Papers Ltd.,Engineering - Construction
512481,Polytex India Ltd.,Finance - NBFC
512485,Dhanlaxmi Cotex Ltd.,Finance - Investment
512489,Oasis Securities Ltd.,Finance - NBFC
512493,Garnet International Ltd.,Finance - Investment
512499,Shalimar Productions Ltd.,Film Production
