NAME,SECTOR,SCRIP
Maruti Infrastructure Ltd.,Construction - Real Estate,531540
Kobo Biotech Ltd.,Pharmaceuticals &amp; Drugs,531541
Jindal Worldwide Ltd.,Textile,JINDWORLD
Somany Ceramics Ltd.,Ceramics-Marble-Granite-Sanitaryware,SOMANYCERA
Jhaveri Credits &amp; Capital Ltd.,Finance - Stock Broking,531550
RTCL Ltd.,Construction - Real Estate,531552
Disha Resources Ltd.,Finance - Investment,531553
Coral India Finance &amp; Housing Ltd.,Finance - NBFC,CORALFINAC
Aroma Enterprises (India) Ltd.,Finance - Investment,531560
Tridev InfraEstates Ltd.,Paper &amp; Paper Products,531568
Sanjivani Paranteral Ltd.,Pharmaceuticals &amp; Drugs,531569
Vas Infrastructure Ltd.,Construction - Real Estate,531574
KMF Builders &amp; Developers Ltd.,Construction - Real Estate,531578
Beryl Securities Ltd.,Finance - NBFC,531582
Rap Media Ltd.,Construction - Real Estate,531583
Devine Impex Ltd.,Finance - Investment,531585
Bampsl Securities Ltd.,Finance - Investment,531591
Genpharmasec Ltd.,Dyes &amp; Pigments,531592
Incon Engineers Ltd.,Engineering - Industrial Equipments,531594
Capri Global Capital Ltd.,Finance - Investment,CGCL
FDC Ltd.,Pharmaceuticals &amp; Drugs,FDC
Gogia Capital Services Ltd.,Finance - Stock Broking,531600
Gorani Industries Ltd.,Consumer Durables - Domestic Appliances,531608
KG Petrochem Ltd.,Textile,531609
Meyer Apparel Ltd.,Textile,531613
Starcom Information Technology Ltd.,IT - Software,531616
Centerac Technologies Ltd.,IT - Software,531621
Country Condo's Ltd.,Construction - Real Estate,COUNCODOS
Orosil Smiths India Ltd.,Diamond  &amp;  Jewellery,531626
Lincoln Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,LINCOLN
Silver Oak (India) Ltd.,Breweries &amp; Distilleries,531635
Praveg Communications (India) Ltd.,Miscellaneous,531637
Suraj Ltd.,Steel &amp; Iron Products,531638
Suvidha Infraestate Corporation Ltd.,Miscellaneous,531640
Marico Ltd.,Consumer Food,MARICO
Tokyo Finance Ltd.,Finance - NBFC,531644
Mahavir Industries Ltd.,Electrodes &amp; Welding Equipment,531648
Vax Housing Finance Corporation Ltd.,Finance - Housing,531650
National General Industries Ltd.,Steel &amp; Iron Products,531651
Thirdwave Financial Intermediaries Ltd.,Finance - Investment,531652
Abate AS Industries Ltd.,Trading,531658
Hittco Tools Ltd.,Engineering - Industrial Equipments,531661
Yuvraaj Hygiene Product Ltd.,Trading,531663
RR Metalmakers India Ltd.,Trading,531667
Vision Corporation Ltd.,Film Production,531668
Inani Securities Ltd.,Finance - Stock Broking,531672
Anka India Ltd.,Plastic Products,531673
Vaghani Techno-Build Ltd.,Engineering - Construction,531676
Mayur Leather Products Ltd.,Footwear,531680
Amerise Biosciences Ltd.,Finance - Investment,531681
Cat Technologies Ltd.,IT - Software,531682
Advik Laboratories Ltd.,Pharmaceuticals &amp; Drugs,531686
Prithvi Exchange (India) Ltd.,Trading,PRITHVISOF
Khyati Multimedia Entertainment Ltd.,Film Production,531692
Rainbow Foundations Ltd.,Construction - Real Estate,531694
Tricom Fruit Products Ltd.,Consumer Food,531716
Vidhi Specialty Food Ingredients Ltd.,Dyes &amp; Pigments,VIDHIING
Bhagiradha Chemicals &amp; Industries Ltd.,Pesticides &amp; Agrochemicals,BHAGCHEM
Stampede Capital Ltd.,Finance - Stock Broking,STAMPEDE
Panchsheel Organics Ltd.,Pharmaceuticals &amp; Drugs,PANCHSHEEL
Menon Pistons Ltd.,Auto Ancillary,531727
Prism Finance Ltd.,Finance - NBFC,531735
Greencrest Financial Services Ltd.,Finance - NBFC,531737
Silicon Valley Infotech Ltd.,Finance - Investment,PRASGLOFIN
Gennex Laboratories Ltd.,Pharmaceuticals &amp; Drugs,531739
Gini Silk Mills Ltd.,Textile,531744
Prajay Engineers Syndicate Ltd.,Construction - Real Estate,PRAENG
Biogen Pharmachem Industries Ltd.,Trading,531752
GK Consultants Ltd.,Finance - NBFC,531758
Apollo Pipes Ltd.,Plastic Products,APOLLOPIPE
Unjha Formulations Ltd.,Pharmaceuticals &amp; Drugs,531762
Poly Medicure Ltd.,Medical Equipment-Supplies-Accessories,POLYMED
PFL Infotech Ltd.,IT - Software,531769
Shraddha Prime Projects Ltd.,Engineering - Industrial Equipments,531771
Cistro Telelink Ltd.,Telecommunication - Equipment,531775
Kachchh Minerals Ltd.,Mining &amp; Minerals,531778
Kaiser Corporation Ltd.,Plastic Products,531780
KCL Infra Projects Ltd.,Construction - Real Estate,531784
Atul Auto Ltd.,Automobile Two &amp; Three Wheelers,ATULAUTO
Prerna Infrabuild Ltd.,Construction - Real Estate,531802
Metal Coatings (India) Ltd.,Steel &amp; Iron Products,531810
SGN Telecoms Ltd.,Cable,531812
Ganga Papers India Ltd.,Paper &amp; Paper Products,531813
Tirupati Sarjan Ltd.,Construction - Real Estate,531814
Nuway Organic Naturals India Ltd.,Household &amp; Personal Products,531819
Munoth Financial Services Ltd.,Finance - Investment,531821
Rodium Realty Ltd.,Construction - Real Estate,531822
Nagarjuna Agri Tech Ltd.,Trading,531832
Natura Hue Chem Ltd.,Agriculture,531834
Indus Finance Ltd.,Finance - NBFC,531841
Lahoti Overseas Ltd.,Trading,531842
Zenith Steel Pipes &amp; Industries Ltd.,Steel &amp; Iron Products,ZENITHSTL
Trinity League India Ltd.,Miscellaneous,531846
Asian Star Company Ltd.,Diamond  &amp;  Jewellery,531847
Oriental Rail Infrastructure Ltd.,Wood &amp; Wood Products,531859
Joindre Capital Services Ltd.,Finance - Stock Broking,531861
Bharat Agri Fert &amp; Realty Ltd.,Fertilizers,531862
Unitech International Ltd.,Trading,531867
Sacheta Metals Ltd.,Aluminium &amp; Aluminium Products,531869
Popular Estate Management Ltd.,IT - Software,531870
Anjani Finance Ltd.,Finance - NBFC,531878
Pioneer Distilleries Ltd.,Breweries &amp; Distilleries,PIONDIST
Gujarat Metallic Coal &amp; Coke Ltd.,Trading,531881
Rahul Merchandising Ltd.,Textile,531887
Rexnord Electronics &amp; Controls Ltd.,Electric Equipment,531888
Integrated Technologies Ltd.,Electronics - Components,531889
Khandwala Securities Ltd.,Finance - Stock Broking,KHANDSE
Sawaca Business Machines Ltd.,Trading,531893
CCL International Ltd.,Trading,531900
Gallops Enterprises Ltd.,Finance - NBFC,531902
Globus Corporation Ltd.,Trading,KARUNACAB
Croissance Ltd.,Construction - Real Estate,531909
Madhuveer Com 18 Network Ltd.,Trading,531910
Galaxy Agrico Exports Ltd.,Bearings,531911
Gopal Iron &amp; Steels Company (Gujarat) Ltd.,Steel &amp; Iron Products,531913
Twinstar Industries Ltd.,IT - Software,531917
Agarwal Industrial Corporation Ltd.,Logistics,AGARIND
Dhampure Speciality Sugars Ltd.,Sugar,531923
52 Weeks Entertainment Ltd.,Film Production,531925
Golden Carpets Ltd.,Textile,531928
Innocorp Ltd.,Plastic Products,531929
Sarthak Industries Ltd.,Diversified,SARTHAKIND
Blue Chip India Ltd.,Finance - Investment,BLUECHIP
Servotech Industries Ltd.,Trading,531944
Vertex Securities Ltd.,Finance - Stock Broking,531950
Riba Textiles Ltd.,Textile,531952
Shree Metalloys Ltd.,Trading,531962
IITL Projects Ltd.,Construction - Real Estate,531968
Trident Tools Ltd.,Engineering - Industrial Equipments,531972
Chartered Logistics Ltd.,Logistics,531977
Ambika Cotton Mills Ltd.,Textile - Spinning,AMBIKCO
Hind Aluminium Industries Ltd.,Aluminium &amp; Aluminium Products,531979
Senthil Infotek Ltd.,IT - Software,531980
Spectrum Foods Ltd.,Consumer Food,531982
Deccan Polypacks Ltd.,Plastic Products,531989
Amraworld Agrico Ltd.,Trading,531991
Auto Pins (India) Ltd.,Auto Ancillary,531994
Odyssey Corporation Ltd.,Finance - Investment,531996
Inducto Steel Ltd.,Miscellaneous,532001
Sam Industries Ltd.,Engineering - Construction,SAMINDUS
Shreevatsa Finance &amp; Leasing Ltd.,Finance - NBFC,532007
Pooja Entertainment &amp; Films Ltd.,Film Production,532011
Gravity (India) Ltd.,Textile,532015
Wellesley Corporation Ltd.,Construction - Real Estate,532016
LCC Infotech Ltd.,IT - Education,LCCINFOTEC
Filatex Fashions Ltd.,Textile,532022
Sindhu Trade Links Ltd.,Finance - NBFC,532029
Jain Studios Ltd.,TV Broadcasting &amp; Software Production,JAINSTUDIO
Unistar Multimedia Ltd.,Film Production,532035
Emmsons International Ltd.,Trading,532038
Zenotech Laboratories Ltd.,Pharmaceuticals &amp; Drugs,532039
Hindustan Bio Sciences Ltd.,Pharmaceuticals &amp; Drugs,532041
Frontline Corporation Ltd.,Logistics,532042
Swelect Energy Systems Ltd.,Electronics - Components,SWELECTES
Wallfort Financial Services Ltd.,Finance - Investment,532053
KDDL Ltd.,Watches &amp; Accessories,KDDL
Adinath Exim Resources Ltd.,Finance - Investment,532056
Abhinav Capital Services Ltd.,Finance - NBFC,532057
Kilpest India Ltd.,Pesticides &amp; Agrochemicals,532067
Sumuka Agro Industries Ltd.,Printing &amp; Stationery,532070
Interworld Digital Ltd.,Film Production,532072
Monind Ltd.,Steel &amp; Iron Products,532078
Vandana Knitwear Ltd.,Textile,532090
Sagar Productions Ltd.,Finance - Investment,532092
Mukand Engineers Ltd.,Engineering - Construction,MUKANDENGG
Indo-City Infotech Ltd.,IT - Software,532100
SBEC Sugar Ltd.,Sugar,532102
Brijlaxmi Leasing &amp; Finance Ltd.,Finance - Investment,532113
Alchemist Realty Ltd.,Construction - Real Estate,532114
BSEL Infrastructure Realty Ltd.,Construction - Real Estate,BSELINFRA
Reliable Ventures India Ltd.,Hotel,532124
Bank Of Baroda,Bank - Public,BANKBARODA
G-Tech Info Training Ltd.,IT - Software,532139
Mohite Industries Ltd.,Textile - Spinning,532140
Andhra Cements Ltd.,Cement &amp; Construction Materials,ANDHRACEMT
SKM Egg Products Export (India) Ltd.,Consumer Food,SKMEGGPROD
Welspun Corp Ltd.,Steel &amp; Iron Products,WELCORP
HS India Ltd.,Hotel,532145
Bank Of India,Bank - Public,BANKINDIA
Indraprastha Medical Corporation Ltd.,Hospital &amp; Healthcare Services,INDRAMEDCO
Johnson Pharmacare Ltd.,Trading,532154
GAIL (India) Ltd.,Industrial  Gases &amp; Fuels,GAIL
Vaibhav Global Ltd.,Retailing,VAIBHAVGBL
Trescon Ltd.,Floriculture,532159
Gujarat State Financial Corporation Ltd.,Finance Term Lending,GUJSTATFIN
JK Paper Ltd.,Paper &amp; Paper Products,JKPAPER
Saregama India Ltd.,Film Production,SAREGAMA
Minolta Finance Ltd.,Finance - NBFC,532164
Alka Securities Ltd.,Finance - Stock Broking,532166
Omkar Pharmachem Ltd.,Pharmaceuticals &amp; Drugs,532167
Adroit Infotech Ltd.,IT - Software,ADROITINFO
CyberTech Systems And Software Ltd.,IT - Software,CYBERTECH
ICICI Bank Ltd.,Bank - Private,ICICIBANK
Cyient Ltd.,IT - Software,CYIENT
Engineers India Ltd.,Engineering,ENGINERSIN
Dhanlaxmi Bank Ltd.,Bank - Private,DHANBANK
Gujarat Mineral Development Corporation Ltd.,Mining &amp; Minerals,GMDCLTD
Gayatri Sugars Ltd.,Sugar,532183
IndusInd Bank Ltd.,Bank - Private,INDUSINDBK
India Tourism Development Corporation Ltd.,Hotel,ITDC
The Jammu &amp; Kashmir Bank Ltd.,Bank - Private,J&KBANK
City Union Bank Ltd.,Bank - Private,CUB
Archies Ltd.,Retailing,ARCHIES
Axis Bank Ltd.,Bank - Private,AXISBANK
HB Stockholdings Ltd.,Finance - NBFC,HBSL
SIEL Financial Services Ltd.,Finance - Investment,532217
The South Indian Bank Ltd.,Bank - Private,SOUTHBANK
Energy Development Company Ltd.,Power Generation-Distribution,ENERGYDEV
Sonata Software Ltd.,IT - Software,SONATSOFTW
Bengal Tea &amp; Fabrics Ltd.,Textile - Spinning,532230
National Aluminium Company Ltd.,Aluminium &amp; Aluminium Products,NATIONALUM
India Nippon Electricals Ltd.,Auto Ancillary,INDNIPPON
Nalwa Sons Investments Ltd.,Finance - Investment,NSIL
Apar Industries Ltd.,Electric Equipment,APARINDS
TCI Industries Ltd.,Trading,532262
Accelya Solutions India Ltd.,IT - Software,ACCELYA
Orchasp Ltd.,IT - Software,532271
Landmarc Leisure Corporation Ltd.,TV Broadcasting &amp; Software Production,532275
HCL Technologies Ltd.,IT - Software,HCLTECH
TCFC Finance Ltd.,Finance - NBFC,532284
Geojit Financial Services Ltd.,Finance - Stock Broking,GEOJITFSL
Jindal Steel &amp; Power Ltd.,Steel-Sponge Iron-Pig Iron,JINDALSTEL
BLB Ltd.,Finance - Stock Broking,BLBLIMITED
Glenmark Pharmaceuticals Ltd.,Pharmaceuticals &amp; Drugs,GLENMARK
Wockhardt Ltd.,Pharmaceuticals &amp; Drugs,WOCKPHARMA
Tata Coffee Ltd.,Tea-Coffee,TATACOFFEE
KJMC Corporate Advisors (India) Ltd.,Finance - Stock Broking,532304
Ind-Swift Laboratories Ltd.,Pharmaceuticals &amp; Drugs,INDSWFTLAB
Melstar Information Technologies Ltd.,IT - Software,MELSTAR
GE Power India Ltd.,Engineering - Construction,GEPIL
Shree Rama Multi-Tech Ltd.,Plastic Products,SHREERAMA
Mahindra Lifespace Developers Ltd.,Construction - Real Estate,MAHLIFE
Vaarad Ventures Ltd.,Miscellaneous,532320
Cadila Healthcare Ltd.,Pharmaceuticals &amp; Drugs,CADILAHC
Shiva Cement Ltd.,Cement &amp; Construction Materials,532323
Cinevista Ltd.,Film Production,CINEVISTA
Intense Technologies Ltd.,IT - Software,INTENTECH
Danlaw Technologies India Ltd.,IT - Software,532329
Ajanta Pharma Ltd.,Pharmaceuticals &amp; Drugs,AJANTPHARM
Cura Technologies Ltd.,IT - Software,CURATECH
HB Portfolio Ltd.,Finance - Investment,532333
HB Estate Developers Ltd.,Construction - Real Estate,532334
Ambica Agarbathies &amp; Aroma Industries Ltd.,Household &amp; Personal Products,AMBICAAGAR
Baron Infotech Ltd.,IT - Software,532336
Compucom Software Ltd.,IT - Education,COMPUSOFT
Astro Bio Systems Ltd.,IT - Software,532340
IZMO Ltd.,IT - Software,IZMO
Commex Technology Ltd.,IT - Software,532342
TVS Motor Company Ltd.,Automobile Two &amp; Three Wheelers,TVSMOTOR
Softsol India Ltd.,IT - Software,532344
GATI Ltd.,Logistics,GATI
Subex Ltd.,IT - Software,SUBEXLTD
Transport Corporation Of India Ltd.,Logistics,TCI
Padmalaya Telefilms Ltd.,TV Broadcasting &amp; Software Production,PADMALAYAT
Aksh Optifibre Ltd.,Cable,AKSHOPTFBR
Picturehouse Media Ltd.,Film Production,532355
Triveni Engineering &amp; Industries Ltd.,Sugar,TRIVENI
Mukta Arts Ltd.,Film Production,MUKTAARTS
Hit Kit Global Solutions Ltd.,IT - Software,532359
Nagpur Power &amp; Industries Ltd.,Ferro &amp; Silica Manganese,532362
Dynacons Systems &amp; Solutions Ltd.,IT - Software,DSSL
PNB Gilts Ltd.,Finance - NBFC,PNBGILTS
Brightcom Group Ltd.,IT - Software,BCG
Ramco Industries Ltd.,Cement &amp; Construction Materials,RAMCOIND
Ramco Systems Ltd.,IT - Software,RAMCOSYS
Tata Teleservices (Maharashtra) Ltd.,Telecommunication - Service  Provider,TTML
Virinchi Ltd.,IT - Software,532372
WEP Solutions Ltd.,IT - Software,532373
Sterlite Technologies Ltd.,Cable,STLTECH
Tips Industries Ltd.,Film Production,TIPSINDLTD
MRO-TEK Realty Ltd.,IT - Hardware,MRO-TEK
Universal Arts Ltd.,Film Production,532378
First Fintec Ltd.,IT - Software,532379
Baba Arts Ltd.,Film Production,532380
Balaji Telefilms Ltd.,Film Production,BALAJITELE
Tyche Industries Ltd.,Pharmaceuticals &amp; Drugs,532384
California Software Company Ltd.,IT - Software,CALSOFT
Pritish Nandy Communications Ltd.,Film Production,PNC
Indian Overseas Bank,Bank - Public,IOB
Taj GVK Hotels &amp; Resorts Ltd.,Hotel,TAJGVK
Opto Circuits (India) Ltd.,Medical Equipment-Supplies-Accessories,OPTOCIRCUI
Creative Eye Ltd.,TV Broadcasting &amp; Software Production,CREATIVEYE
Axiscades Technologies Ltd.,IT - Software,AXISCADES
Konndor Industries Ltd.,Trading,532397
Usha Martin Education &amp; Solutions Ltd.,IT - Software,UMESLTD
Birlasoft Ltd.,IT - Software,BSOFT
USG Tech Solutions Ltd.,IT - Software,532402
Fourth Generation Information Systems Ltd.,IT - Software,532403
Saven Technologies Ltd.,IT - Software,532404
Avantel Ltd.,Telecommunication - Equipment,532406
Moschip Technologies Ltd.,IT - Software,532407
Megasoft Ltd.,IT - Software,MEGASOFT
Transcorp International Ltd.,Travel Services,532410
MPS Infotecnics Ltd.,IT - Software,VISESHINFO
Cerebra Integrated Technologies Ltd.,Trading,CEREBRAINT
Next Mediaworks Ltd.,Printing And Publishing,NEXTMEDIA
Smartlink Holdings Ltd.,IT - Networking,SMARTLINK
Godrej Consumer Products Ltd.,Household &amp; Personal Products,GODREJCP
Genus Prime Infrastructures Ltd.,Engineering - Construction,532425
BF Utilities Ltd.,Power Generation-Distribution,BFUTILITIE
United Spirits Ltd.,Breweries &amp; Distilleries,MCDOWELL-N
Sanmit Infra Ltd.,Construction - Real Estate,532435
Olectra Greentech Ltd.,Electronics - Components,OLECTRA
MPS Ltd.,Printing And Publishing,MPSLTD
Rainbow Denim Ltd.,Textile - Weaving,532441
Cera Sanitaryware Ltd.,Ceramics-Marble-Granite-Sanitaryware,CERA
T Spiritual World Ltd.,IT - Software,532444
Bharti Airtel Ltd.,Telecommunication - Service  Provider,BHARTIARTL
Shalimar Wires Industries Ltd.,Metal - Non Ferrous,532455
Compuage Infocom Ltd.,Trading,COMPINFO
Gulshan Polyols Ltd.,Consumer Food,GULPOLY
FAZE Three Autofab Ltd.,Textile,532459
Ponni Sugars (Erode) Ltd.,Sugar,PONNIERODE
Punjab National Bank,Bank - Public,PNB
Oracle Financial Services Software Ltd.,IT - Software,OFSS
Hazoor Multi Projects Ltd.,Construction - Real Estate,532467
Kama Holdings Ltd.,Finance - Investment,532468
MPF Systems Ltd.,Engineering - Industrial Equipments,532470
Aptech Ltd.,IT - Education,APTECHT
Union Bank Of India,Bank - Public,UNIONBANK
United Breweries Ltd.,Breweries &amp; Distilleries,UBL
ISMT Ltd.,Steel &amp; Iron Products,ISMTLTD
Noida Toll Bridge Company Ltd.,Engineering - Construction,NOIDATOLL
Granules India Ltd.,Pharmaceuticals &amp; Drugs,GRANULES
Canara Bank,Bank - Public,CANBK
Balmer Lawrie Investments Ltd.,Finance - NBFC,532485
Pokarna Ltd.,Ceramics-Marble-Granite-Sanitaryware,POKARNA
Divi's Laboratories Ltd.,Pharmaceuticals &amp; Drugs,DIVISLAB
Astra Microwave Products Ltd.,Telecommunication - Equipment,ASTRAMICRO
Radico Khaitan Ltd.,Breweries &amp; Distilleries,RADICO
Shriram City Union Finance Ltd.,Finance - NBFC,SHRIRAMCIT
Maruti Suzuki India Ltd.,Automobiles - Passenger Cars,MARUTI
Rajapalayam Mills Ltd.,Textile - Spinning,RAJPALAYAM
Navin Fluorine International Ltd.,Chemicals,NAVINFLUOR
UCO Bank,Bank - Public,UCOBANK
B.A.G. Films and Media Ltd.,Film Production,BAGFILMS
Jindal Stainless Ltd.,Steel &amp; Iron Products,JSL
Suprajit Engineering Ltd.,Auto Ancillary,SUPRAJIT
TVS Electronics Ltd.,Trading,TVSELECT
Indraprastha Gas Ltd.,Industrial  Gases &amp; Fuels,IGL
TV Today Network Ltd.,TV Broadcasting &amp; Software Production,TVTODAY
Palred Technologies Ltd.,IT - Software,PALREDTEC
Petronet LNG Ltd.,Industrial  Gases &amp; Fuels,PETRONET
Biocon Ltd.,Pharmaceuticals &amp; Drugs,BIOCON
PTC India Ltd.,Power Generation-Distribution,PTC
Bank Of Maharashtra,Bank - Public,MAHABANK
Ramkrishna Forgings Ltd.,Forgings,RKFORGE
Datamatics Global Services Ltd.,IT - Software,DATAMATICS
New Delhi Television Ltd.,TV Broadcasting &amp; Software Production,NDTV
Strides Pharma Science Ltd.,Pharmaceuticals &amp; Drugs,STAR
Jaiprakash Associates Ltd.,Cement &amp; Construction Materials,JPASSOCIAT
Ultratech Cement Ltd.,Cement &amp; Construction Materials,ULTRACEMCO
Minda Industries Ltd.,Auto Ancillary,MINDAIND
Tata Consultancy Services Ltd.,IT - Software,TCS
Coforge Ltd.,IT - Software,COFORGE
GP Petroleums Ltd.,Lubricants,GULFPETRO
Century Plyboards (India) Ltd.,Wood &amp; Wood Products,CENTURYPLY
Welspun Enterprises Ltd.,Construction - Real Estate,WELENT
NTPC Ltd.,Power Generation-Distribution,NTPC
SAL Steel Ltd.,Steel-Sponge Iron-Pig Iron,SALSTEEL
JBM Auto Ltd.,Auto Ancillary,JBMA
Dwarikesh Sugar Industries Ltd.,Sugar,DWARKESH
Indoco Remedies Ltd.,Pharmaceuticals &amp; Drugs,INDOCO
VIP Clothing Ltd.,Textile,VIPCLOTHNG
Impex Ferro Tech Ltd.,Ferro &amp; Silica Manganese,IMPEXFERRO
Xchanging Solutions Ltd.,IT - Software,XCHANGING
Jet Airways (India) Ltd.,Airlines,JETAIRWAYS
Morarjee Textiles Ltd.,Textile - Weaving,MORARJEE
Gateway Distriparks Ltd.,Logistics,GDL
Jindal Photo Ltd.,Photographic Products,JINDALPHOT
Pondy Oxides &amp; Chemicals Ltd.,Metal - Non Ferrous,PONDYOXIDE
Jaiprakash Power Ventures Ltd.,Power Generation-Distribution,JPPOWER
3I Infotech Ltd.,IT - Software,3IINFOLTD
Mcnally Bharat Engineering Company Ltd.,Engineering - Construction,MBECL
Gokaldas Exports Ltd.,Textile,GOKEX
Allsec Technologies Ltd.,BPO-ITeS,ALLSEC
IIFL Finance Ltd.,Finance - Investment,IIFL
Mangalam Drugs And Organics Ltd.,Pharmaceuticals &amp; Drugs,MANGALAM
Shoppers Stop Ltd.,Retailing,SHOPERSTOP
Cyber Media (India) Ltd.,Printing And Publishing,CYBERMEDIA
Nandan Denim Ltd.,Textile,NDL
JSW Holdings Ltd.,Finance - Investment,JSWHL
JK Cement Ltd.,Cement &amp; Construction Materials,JKCEMENT
Beeyu Overseas Ltd.,Agriculture,532645
Yes Bank Ltd.,Bank - Private,YESBANK
Nectar Lifesciences Ltd.,Pharmaceuticals &amp; Drugs,NECLIFE
MSP Steel &amp; Power Ltd.,Steel &amp; Iron Products,MSPL
SPL Industries Ltd.,Textile,SPLIL
The Karnataka Bank Ltd.,Bank - Private,KTKBANK
Mcleod Russel India Ltd.,Tea-Coffee,MCLEODRUSS
Facor Alloys Ltd.,Ferro &amp; Silica Manganese,532656
IDFC Ltd.,Finance - NBFC,IDFC
Vivimed Labs Ltd.,Pharmaceuticals &amp; Drugs,VIVIMEDLAB
Rane (Madras) Ltd.,Auto Ancillary,RML
HT Media Ltd.,Printing And Publishing,HTMEDIA
Sasken Technologies Ltd.,IT - Software,SASKEN
Rajvir Industries Ltd.,Textile - Spinning,RAJVIR
FCS Software Solutions Ltd.,IT - Software,FCSSOFT
Suzlon Energy Ltd.,Electric Equipment,SUZLON
Aurionpro Solutions Ltd.,IT - Software,AURIONPRO
Shree Renuka Sugars Ltd.,Sugar,RENUKA
Bannari Amman Spinning Mills Ltd.,Textile - Spinning,BASML
PBA Infrastructure Ltd.,Engineering - Construction,PBAINFRA
Bombay Rayon Fashions Ltd.,Textile,BRFL
SORIL Infra Resources Ltd.,Engineering,SORILINFRA
AIA Engineering Ltd.,Engineering - Industrial Equipments,AIAENG
Everest Kanto Cylinder Ltd.,Engineering - Industrial Equipments,EKC
Kernex Microsystems (India) Ltd.,IT - Software,KERNEX
Repro India Ltd.,Printing And Publishing,REPRO
PVR Ltd.,Film Production,PVR
Radha Madhav Corporation Ltd.,Packaging,RMCL
Punj Lloyd Ltd.,Engineering - Construction,PUNJLLOYD
Bartronics India Ltd.,IT - Software,BARTRONICS
Celebrity Fashions Ltd.,Textile,CELEBRITY
Educomp Solutions Ltd.,IT - Education,EDUCOMP
Nitin Spinners Ltd.,Textile - Spinning,NITINSPIN
Royal Orchid Hotels Ltd.,Hotel,ROHLTD
Entertainment Network (India) Ltd.,TV Broadcasting &amp; Software Production,ENIL
Cella Space Ltd.,Paper &amp; Paper Products,532701
Gujarat State Petronet Ltd.,Gas Transmission-Marketing,GSPL
Jagran Prakashan Ltd.,Printing And Publishing,JAGRAN
Inox Leisure Ltd.,Film Production,INOXLEISUR
Dynemic Products Ltd.,Dyes &amp; Pigments,DYNPRO
Sadbhav Engineering Ltd.,Engineering - Construction,SADBHAV
Reliance Communications Ltd.,Telecommunication - Service  Provider,RCOM
Sakuma Exports Ltd.,Trading,SAKUMA
KEC International Ltd.,Engineering - Construction,KEC
Gillanders Arbuthnot &amp; Company Ltd.,Diversified,GILLANDERS
Indo Tech Transformers Ltd.,Electric Equipment,INDOTECH
B.L. Kashyap and Sons Ltd.,Construction - Real Estate,BLKASHYAP
Mahindra &amp; Mahindra Financial Services Ltd.,Finance - NBFC,M&MFIN
Visa Steel Ltd.,Steel &amp; Iron Products,VISASTEEL
Nitco Ltd.,Ceramics-Marble-Granite-Sanitaryware,NITCO
MPDL Ltd.,Sugar,532723
Solar Industries India Ltd.,Chemicals,SOLARINDS
Gallantt Metal Ltd.,Steel &amp; Iron Products,GALLANTT
Malu Paper Mills Ltd.,Paper &amp; Paper Products,MALUPAPER
Uttam Sugar Mills Ltd.,Sugar,UTTAMSUGAR
STL Global Ltd.,Textile,SGL
Rohit Ferro-Tech Ltd.,Steel &amp; Iron Products,ROHITFERRO
Kewal Kiran Clothing Ltd.,Textile,KKCL
Sun TV Network Ltd.,TV Broadcasting &amp; Software Production,SUNTV
Godawari Power And Ispat Ltd.,Steel &amp; Iron Products,GPIL
R Systems International Ltd.,IT - Software,RSYSTEMS
Emkay Global Financial Services Ltd.,Finance - Stock Broking,EMKAY
Tantia Constructions Ltd.,Engineering - Construction,TANTIACONS
Lokesh Machines Ltd.,Engineering,LOKESHMACH
Kamdhenu Ltd.,Steel &amp; Iron Products,KAMDHENU
Paushak Ltd.,Chemicals,532742
GTN Textiles Ltd.,Textile - Spinning,GTNTEX
Inditrade Capital Ltd.,Finance - Stock Broking,532745
Prime Focus Ltd.,Film Production,PFOCUS
Allcargo Logistics Ltd.,Logistics,ALLCARGO
Easun Reyrolle Ltd.,Electric Equipment,EASUNREYRL
GMR Infrastructure Ltd.,Engineering - Construction,GMRINFRA
Tech Mahindra Ltd.,IT - Software,TECHM
Mahindra CIE Automotive Ltd.,Forgings,MAHINDCIE
Voltamp Transformers Ltd.,Electric Equipment,VOLTAMP
Atlanta Ltd.,Engineering - Construction,ATLANTA
Deep Energy Resources Ltd.,Oil Exploration,DEEPENR
HOV Services Ltd.,BPO-ITeS,HOVS
Action Construction Equipment Ltd.,Engineering - Industrial Equipments,ACE
GeeCee Ventures Ltd.,Construction - Real Estate,GEECEE
Richa Industries Ltd.,Textile,532766
Gayatri Projects Ltd.,Engineering - Construction,GAYAPROJ
Fiem Industries Ltd.,Auto Ancillary,FIEMIND
JHS Svendgaard Laboratories Ltd.,Household &amp; Personal Products,JHS
DCB Bank Ltd.,Bank - Private,DCBBANK
Global Vectra Helicorp Ltd.,Airlines,GLOBALVECT
Inspirisys Solutions Ltd.,IT - Software,INSPIRISYS
GTL Infrastructure Ltd.,Telecommunication - Equipment,GTLINFRA
Shivam Autotech Ltd.,Auto Ancillary,SHIVAMAUTO
Info Edge (India) Ltd.,BPO-ITeS,NAUKRI
Torrent Power Ltd.,Power Generation-Distribution,TORNTPOWER
Parsvnath Developers Ltd.,Construction - Real Estate,PARSVNATH
Sutlej Textiles And Industries Ltd.,Textile - Spinning,SUTLEJTEX
